Author	n (strains)	publication title	journal	publication URL	strains
Vania Gavrila Wikasa et al	2	unknown	unknown	unknown	hCoV-19/Indonesia/NTT-GSILab-638018/2021,hCoV-19/Indonesia/JK-GSILab-651645/2021
Kartika Dewi Puspa et al	1	unknown	unknown	unknown	hCoV-19/Indonesia/JK-NIHRD-WGS08863/2021
Paula scholes et al	13	unknown	unknown	unknown	hCoV-19/NewZealand/21CH0040/2021,hCoV-19/NewZealand/21CH0064/2021,hCoV-19/NewZealand/21CH0061/2021,hCoV-19/NewZealand/21CH0058/2021,hCoV-19/NewZealand/21CH0060/2021,hCoV-19/NewZealand/21CH0062/2021,hCoV-19/NewZealand/21CH0045/2021,hCoV-19/NewZealand/21CH0007/2021,hCoV-19/NewZealand/21CH0035/2021,hCoV-19/NewZealand/21CH0042/2021,hCoV-19/NewZealand/21CH0034/2021,hCoV-19/NewZealand/21CH0033/2021,hCoV-19/NewZealand/21CH0030/2021
Q-PHIRE Genomics et al	5	unknown	unknown	unknown	hCoV-19/Australia/QLD2102/2021,hCoV-19/Australia/QLD2114/2021,hCoV-19/Australia/QLD2112/2021,hCoV-19/Australia/QLD2118/2021,hCoV-19/Australia/QLD2123/2021
Stefan Green et al	1	unknown	unknown	unknown	hCoV-19/USA/IL-RIPHL_80050_G/2021
Ellie Johnson et al	3	unknown	unknown	unknown	hCoV-19/USA/NM-NMDOH-2021139274/2021,hCoV-19/USA/NM-NMDOH-2021091269/2021,hCoV-19/USA/NM-NMDOH-2021131334/2021
Uvalic J et al	1	unknown	unknown	unknown	hCoV-19/USA/CT-JAX-JAX001441/2021
Bryan Sim et al	3	unknown	unknown	unknown	hCoV-19/USA/IL-S21WGS2801/2021,hCoV-19/USA/IL-S21WGS3104/2021,hCoV-19/USA/AL-S21WGS3245/2021
Chitra Pattabiraman et al	1	unknown	unknown	unknown	hCoV-19/India/KA-NIMH-SEQ-1590/2021
Health Services Laboratories et al	1	unknown	unknown	unknown	hCoV-19/England/HSLL-1781999/2021
Magaly Martinez et al	21	unknown	unknown	unknown	hCoV-19/Paraguay/lcsp_183200/2021,hCoV-19/Paraguay/lcsp_187766/2021,hCoV-19/Paraguay/lcsp_184962/2021,hCoV-19/Paraguay/lcsp_185951/2021,hCoV-19/Paraguay/iics_12419/2021,hCoV-19/Paraguay/iics_11495/2021,hCoV-19/Paraguay/iics_12304/2021,hCoV-19/Paraguay/iics_12552/2021,hCoV-19/Paraguay/iics_12702/2021,hCoV-19/Paraguay/iics_12435/2021,hCoV-19/Paraguay/iics_12516/2021,hCoV-19/Paraguay/iics_12384/2021,hCoV-19/Paraguay/iics_10726/2021,hCoV-19/Paraguay/iics_12689/2021,hCoV-19/Paraguay/iics_12537/2021,hCoV-19/Paraguay/iics_12458/2021,hCoV-19/Paraguay/iics_12700/2021,hCoV-19/Paraguay/iics_12183/2021,hCoV-19/Paraguay/iics_12523/2021,hCoV-19/Paraguay/iics_12532/2021,hCoV-19/Paraguay/iics_12146/2021
National Public Health Laboratory Team/Narayani Hospital COVID-19 PCR Lab Team et al	1	unknown	unknown	unknown	hCoV-19/Nepal/S-113/2021
Lindsey Bodnar et al	2	unknown	unknown	unknown	hCoV-19/USA/NJ-PHEL-V21006335/2021,hCoV-19/USA/NJ-PHEL-V21004640/2021
Olinto Linares-Perdomo et al	2	unknown	unknown	unknown	hCoV-19/USA/UT-UPHL-210721183385/2021,hCoV-19/USA/UT-UPHL-210716450472/2021
Valerie Reeb et al	1	unknown	unknown	unknown	hCoV-19/USA/IA-SHL-1760299/2021
Eduardo Arathoon et al	2	unknown	unknown	unknown	hCoV-19/Guatemala/ASI03006/2021,hCoV-19/Guatemala/ASI01035/2020
Karen Orostica et al	31	unknown	unknown	unknown	hCoV-19/Chile/VS-128646/2021,hCoV-19/Chile/ML-121142/2021,hCoV-19/Chile/CO-126027/2021,hCoV-19/Chile/VS-86248/2021,hCoV-19/Chile/AI-116962/2021,hCoV-19/Chile/AP-98109/2021,hCoV-19/Chile/AT-85617/2021,hCoV-19/Chile/VS-109139/2021,hCoV-19/Chile/AN-125785/2021,hCoV-19/Chile/AP-85682/2021,hCoV-19/Chile/AP-124655/2021,hCoV-19/Chile/RM-86993/2021,hCoV-19/Chile/RM-91610/2021,hCoV-19/Chile/RM-96386/2021,hCoV-19/Chile/LR-86423/2021,hCoV-19/Chile/VS-88207/2021,hCoV-19/Chile/BI-115961/2021,hCoV-19/Chile/RM-116125/2021,hCoV-19/Chile/ML-119210/2021,hCoV-19/Chile/LI-88377/2021,hCoV-19/Chile/AP-121212/2021,hCoV-19/Chile/RM-98753/2021,hCoV-19/Chile/AI-119622/2021,hCoV-19/Chile/NB-130677/2021,hCoV-19/Chile/RM-103036/2021,hCoV-19/Chile/RM-85474/2021,hCoV-19/Chile/RM-84955/2021,hCoV-19/Chile/NB-115254/2021,hCoV-19/Chile/AP-100370/2021,hCoV-19/Chile/LR-101024/2021,hCoV-19/Chile/AT-127771/2021
Abigail C. Shockey et al	2	unknown	unknown	unknown	hCoV-19/USA/WI-WSLH-215914/2021,hCoV-19/USA/WI-WSLH-215365/2021
Mikhail Hanewich-Hollatz et al	2	unknown	unknown	unknown	hCoV-19/USA/DE-Curative-063076/2021,hCoV-19/USA/DE-Curative-060009/2021
Lisa Wingerter et al	6	unknown	unknown	unknown	hCoV-19/USA/ND-NDDH-3292/2021,hCoV-19/USA/ND-NDDH-3448/2021,hCoV-19/USA/ND-NDDH-3308/2020,hCoV-19/USA/ND-NDDH-01389/2021,hCoV-19/USA/ND-NDDH-02050/2021,hCoV-19/USA/ND-NDDH-01817/2021
Blankenship HM et al	1	unknown	unknown	unknown	hCoV-19/USA/MI-MDHHS-SC31610/2021
Katherine Wiggins et al	1	unknown	unknown	unknown	hCoV-19/USA/KS-KHEL-3685/2021
Ajeet Bains et al	1	unknown	unknown	unknown	hCoV-19/USA/AZ-ASU10350/2021
Sergi Castellano et al	1	unknown	unknown	unknown	hCoV-19/England/LOND-136760F/2021
Maximilian Riess et al	9	unknown	unknown	unknown	hCoV-19/Sweden/20526448P/2021,hCoV-19/Sweden/10048381/2020,hCoV-19/Sweden/SE00428284/2021,hCoV-19/Sweden/DC110430791/2021,hCoV-19/Sweden/36911859XXP/2021,hCoV-19/Sweden/3933742063/2021,hCoV-19/Sweden/21-53872/2021,hCoV-19/Sweden/16546126P/2021,hCoV-19/Sweden/7896269599/2021
Rijad Konjhodzic et al	1	unknown	unknown	unknown	hCoV-19/BosniaandHerzegovina/VT3491/2021
Pascale Hilbert et al	1	unknown	unknown	unknown	hCoV-19/Belgium/IPG-507/2021
Nadia Wohlwend et al	2	unknown	unknown	unknown	hCoV-19/Liechtenstein/FL-Risch-2171902223/2021,hCoV-19/Liechtenstein/FL-Risch-2171601300/2021
Björn Hallström et al	4	unknown	unknown	unknown	hCoV-19/Sweden/SUS0003401/2021,hCoV-19/Sweden/SUS0003246/2021,hCoV-19/Sweden/SUS0002722/2021,hCoV-19/Sweden/SUS0002559/2021
Anne Lavergne et al	3	unknown	unknown	unknown	hCoV-19/FrenchGuiana/IPG2021888/2021,hCoV-19/FrenchGuiana/IPG2021878/2021,hCoV-19/FrenchGuiana/IPG2021861/2021
Verena Kufner et al	1	unknown	unknown	unknown	hCoV-19/Switzerland/AG-UZH-IMV-3ba4ce1f/2021
Corrado Pipan et al	1	unknown	unknown	unknown	hCoV-19/Italy/FVG-UD-346996/2021
Lesly Nyinkeu Kemamen et al	1	unknown	unknown	unknown	hCoV-19/Belgium/CHUNamur13522181/2021
Kuzmanovska M et al	7	unknown	unknown	unknown	hCoV-19/NorthMacedonia/20481-k/2021,hCoV-19/NorthMacedonia/375/2020,hCoV-19/NorthMacedonia/33035/2021,hCoV-19/NorthMacedonia/39619/2021,hCoV-19/NorthMacedonia/39250/2021,hCoV-19/NorthMacedonia/37858/2021,hCoV-19/NorthMacedonia/15014-k/2021
Kungulovski G. et al.	2	unknown	unknown	unknown	hCoV-19/NorthMacedonia/ZMC63707/2021,hCoV-19/NorthMacedonia/ZMC63708/2021
Samuel Cordey et al	2	unknown	unknown	unknown	hCoV-19/Switzerland/GE-HUG-34487785/2021,hCoV-19/Switzerland/GE-HUG-34962991/2021
Saied Jaradat et al	2	unknown	unknown	unknown	hCoV-19/Jordan/PHBC10/2021,hCoV-19/Jordan/PHBC8/2021
CEM Gruber et al	1	unknown	unknown	unknown	hCoV-19/Italy/LAZ-INMI-1413/2021
Gemma Recio et al	1	unknown	unknown	unknown	hCoV-19/Spain/CT-HUJ23-43829/2021
Jacquelyn Wynn et al	2	unknown	unknown	unknown	hCoV-19/England/ALDP-1602A70/2021,hCoV-19/England/ALDP-1731EE4/2021
Lighthouse Laboratory Plymouth et al	2	unknown	unknown	unknown	hCoV-19/England/PLYM-1AAD1E7/2021,hCoV-19/England/PLYM-1B179A3/2021
Jan Albert et al	3	unknown	unknown	unknown	hCoV-19/Sweden/01_SE100_21CS505540/2021,hCoV-19/Sweden/01_SE100_21CS504361/2021,hCoV-19/Sweden/01_SE100_21CS102056/2021
The Lighthouse Lab in Milton Keynes et al	2	unknown	unknown	unknown	hCoV-19/England/MILK-1ACDA5F/2021,hCoV-19/England/MILK-1557DA1/2021
Lukas Zemaitis et al	4	unknown	unknown	unknown	hCoV-19/Lithuania/LTU000_KNS_ANT_07_26_177/2021,hCoV-19/Lithuania/LTU000_NMRVI_125172/2021,hCoV-19/Lithuania/LTU000_MP_DT47/2021,hCoV-19/Lithuania/LTU000_VULSK_210523120457/2021
Rasa Ugenskiene et al	1	unknown	unknown	unknown	hCoV-19/Lithuania/LSMULKKGMMK16C52/2021
Francisco Vidal et al	1	unknown	unknown	unknown	hCoV-19/Spain/CT-BST9925686326/2021
Emilija Vasiliunaite et al	1	unknown	unknown	unknown	hCoV-19/Lithuania/IBT-LSC-VU_r17_35/2021
Viktoria Cabanova et al	2	unknown	unknown	unknown	hCoV-19/Slovakia/UKBA-3948/2021,hCoV-19/Slovakia/UKBA-2975/2021
Frauke Goeman et al	1	unknown	unknown	unknown	hCoV-19/Italy/LAZ-IFO-05103171/2021
Carlos Padilla Rojas et al	21	unknown	unknown	unknown	hCoV-19/Peru/ARE-INS-2237/2021,hCoV-19/Peru/LAM-INS-279/2020,hCoV-19/Peru/LIM-INS-797/2020,hCoV-19/Peru/LIM-INS-1532/2021,hCoV-19/Peru/LAL-INS-2350/2021,hCoV-19/Peru/PUN-INS-1752/2021,hCoV-19/Peru/CAL-INS-969/2021,hCoV-19/Peru/TUM-INS-1110/2021,hCoV-19/Peru/LIM-INS-1540/2021,hCoV-19/Peru/CAL-INS-972/2021,hCoV-19/Peru/MDD-INS-1925/2021,hCoV-19/Peru/LIM-INS-2096/2021,hCoV-19/Peru/APU-INS-1363/2021,hCoV-19/Peru/JUN-INS-2008/2021,hCoV-19/Peru/LIM-INS-1013/2021,hCoV-19/Peru/PAS-INS-1547/2021,hCoV-19/Peru/UCA-INS-1614/2021,hCoV-19/Peru/LIM-INS-2083/2021,hCoV-19/Peru/LIM-INS-2097/2021,hCoV-19/Peru/MOQ-INS-1271/2021,hCoV-19/Peru/LOR-INS-2191/2021
PathWest Laboratory Medicine WA Microbial Surveillance UNit et al	1	unknown	unknown	unknown	hCoV-19/Australia/WA710/2021
Priya Nurkurthy et al	1	unknown	unknown	unknown	hCoV-19/India/AP-CCMB-CIA5230/2021
Sabrina Strano et al	1	unknown	unknown	unknown	hCoV-19/Italy/LAZ-IFO-07083206/2021
Rob Schuurman et al	1	unknown	unknown	unknown	hCoV-19/Netherlands/UT-UMCU-2409302/2021
Andrew Gorzalski et al	1	unknown	unknown	unknown	hCoV-19/USA/NV-NSPHL-377982/2021
Chacko S. et al	1	unknown	unknown	unknown	hCoV-19/Canada/NB-NML-139497/2021
Irma Salimović-Bešić et al	2	unknown	unknown	unknown	hCoV-19/BosniaandHerzegovina/KCUS73011/2021,hCoV-19/BosniaandHerzegovina/KCUS69944/2021
Shakir Bahzad et al	1	unknown	unknown	unknown	hCoV-19/Kuwait/KCCC-90858-3323703/2021
Jon Faughn et al	1	unknown	unknown	unknown	hCoV-19/USA/FL-TGH-1290/2021
Dr L. Cooley et al	1	unknown	unknown	unknown	hCoV-19/Australia/TAS000294/2021
Arnott A. et al	10	unknown	unknown	unknown	hCoV-19/Australia/NSW-ICPMR-2783/2021,hCoV-19/Australia/NSW-ICPMR-1506/2021,hCoV-19/Australia/NSW-ICPMR-2837/2021,hCoV-19/Australia/NSW-ICPMR-1979/2021,hCoV-19/Australia/NSW-ICPMR-2126/2021,hCoV-19/Australia/NSW-ICPMR-2859/2021,hCoV-19/Australia/NSW-ICPMR-2851/2021,hCoV-19/Australia/NSW-ICPMR-2936/2021,hCoV-19/Australia/NSW-ICPMR-2924/2021,hCoV-19/Australia/NSW-ICPMR-1151/2021
Viktória Hodorová et al	1	unknown	unknown	unknown	hCoV-19/Slovakia/UKBA-204/2020
Oluniyi P.E. et al B	1	First African SARS-CoV-2 genome sequence from Nigerian COVID-19 case	unknown	https://virological.org/t/first-african-sars-cov-2-genome-sequence-from-nigerian-covid-19-case/421	hCoV-19/Nigeria/Lagos01/2020
Rodriguez-Maldonado Abril et al	1	unknown	unknown	unknown	hCoV-19/Mexico/PUE-InDRE-17/2020
Cecilia Salazar et al	1	unknown	unknown	unknown	hCoV-19/Uruguay/UY-650/2020
Daiana Mir et al	2	unknown	unknown	unknown	hCoV-19/Uruguay/TYT-M49/2020,hCoV-19/Uruguay/CEL-M116/2020
Carolina M Voloch et al	1	unknown	unknown	unknown	hCoV-19/Brazil/RJ-00516/2020
Claudio Tavares Sacchi et al	2	unknown	unknown	unknown	hCoV-19/Brazil/SP-969/2020,hCoV-19/Brazil/SP-696/2020
Bastias M et al	1	unknown	unknown	unknown	hCoV-19/Chile/RM-CMM-0166M/2020
Javier Tognarelli et al	12	unknown	unknown	unknown	hCoV-19/Chile/RM-83613/2020,hCoV-19/Chile/RM-170707/2020,hCoV-19/Chile/MA-201640/2020,hCoV-19/Chile/RM-260994/2020,hCoV-19/Chile/RM-87130/2020,hCoV-19/Chile/RM-230336/2020,hCoV-19/Chile/AR-79029/2021,hCoV-19/Ecuador/EC-M-48776/2020,hCoV-19/Chile/VS-7282/2021,hCoV-19/Chile/RM-53059/2021,hCoV-19/Ecuador/EC-G-127052/2020,hCoV-19/Ecuador/EC-G-5305/2020
Fernando Hayashi Sant’Anna et al	1	unknown	unknown	unknown	hCoV-19/Brazil/RS-17114CVL/2020
Dyatlov I et al	1	unknown	unknown	unknown	hCoV-19/Russia/SCPM-O-06/2020
Zaed et al	1	unknown	unknown	unknown	hCoV-19/Bahrain/02/2020
Jing Zhang et al	1	unknown	unknown	unknown	hCoV-19/Belize/CDC-6840/2020
Potdar V et al	1	unknown	unknown	unknown	hCoV-19/India/MH-NIV-229644/2020
AlAbbas et al	1	unknown	unknown	unknown	hCoV-19/Bahrain/920457301_S8/2020
Hadar Golan Berman et al	1	unknown	unknown	unknown	hCoV-19/Israel/HMO-VL-2497871/2020
Nasereddin et al	1	unknown	unknown	unknown	hCoV-19/Palestine/AAS27/2020
Onur TOKGUN et al.	1	unknown	unknown	unknown	hCoV-19/Turkey/DEN-PAU12/2020
RCGEB - MASA et al	4	unknown	unknown	unknown	hCoV-19/NorthMacedonia/12026/2020,hCoV-19/NorthMacedonia/15087/2020,hCoV-19/NorthMacedonia/18833/2020,hCoV-19/NorthMacedonia/20056/2020
Jennifer Bohl et al	1	unknown	unknown	unknown	hCoV-19/Cambodia/101372/2020
Chris Duncan et al	1	unknown	unknown	unknown	hCoV-19/England/NORT-292A6D/2020
Jorge González et al	2	unknown	unknown	unknown	hCoV-19/Chile/MA-CADIUMAG-30/2020,hCoV-19/Chile/MA-CADIUMAG-32/2020
Pablo Tsukayama et al	6	unknown	unknown	unknown	hCoV-19/Peru/LIM-UPCH-0369/2020,hCoV-19/Peru/CAL-UPCH-0092/2020,hCoV-19/Peru/CUS-UPCH-0810/2021,hCoV-19/Peru/CUS-UPCH-0799/2021,hCoV-19/Peru/CUS-UPCH-0818/2021,hCoV-19/Peru/LIM-UPCH-0119/2020
Ahmed E Kayed et al	1	unknown	unknown	unknown	hCoV-19/Egypt/NRC-481/2021
Wael H. Roshdy/ Mohamed Kamal / Shymaa s. Ahmed/ Ramy Galal/Nancy el guindy/ Amelia nagiub/salma sayed/ Abd Monaem Adel/Galal Mahmoud/Dalia Ramadan/Rabeh ..R. El/Shesheny/ Mohamed A Ali/Mohamed Hassany et al	2	unknown	unknown	unknown	hCoV-19/Egypt/CPHL-S4/2021,hCoV-19/Egypt/CPHL-S9/2021
Ģirts Šķenders et al	3	unknown	unknown	unknown	hCoV-19/Latvia/2104057367/2021,hCoV-19/Latvia/2104050491/2021,hCoV-19/Latvia/2105010895/2021
Sandra Grucci et al	1	unknown	unknown	unknown	hCoV-19/Argentina/PAIS-D0113/2020
Dirbáková Z. et al	1	unknown	unknown	unknown	hCoV-19/Slovakia/14237-VHU5042/2020
Anna Kelleher et al	1	unknown	unknown	unknown	hCoV-19/Peru/un-CDC-4033364-001/2020
Knezevic et al	9	unknown	unknown	unknown	hCoV-19/Serbia/Belgrade-2958073112/2020,hCoV-19/Serbia/Belgrade-2977941101/2021,hCoV-19/Serbia/Belgrade-3191630904/2021,hCoV-19/Serbia/Cacak-3401431106/2021,hCoV-19/Serbia/Cacak-3401451106/2021,hCoV-19/Serbia/Pozarevac-3334841805/2021,hCoV-19/Serbia/Cacak-3444740207/2021,hCoV-19/Serbia/Belgrade-3280650405/2021,hCoV-19/Serbia/Pozega-3332421805/2021
Sully Márquez et al	7	unknown	unknown	unknown	hCoV-19/Ecuador/USFQ-513/2020,hCoV-19/Ecuador/USFQ-1117/2021,hCoV-19/Ecuador/USFQ-1296/2021,hCoV-19/Ecuador/USFQ-1230/2021,hCoV-19/Ecuador/USFQ-1133/2021,hCoV-19/Ecuador/USFQ-1853/2021,hCoV-19/Ecuador/USFQ-1146/2021
Oscar M. Rollano-Peñaloza et al	9	unknown	unknown	unknown	hCoV-19/Bolivia/LaPaz_GM3-4/2021,hCoV-19/Bolivia/Potosi-1/2021,hCoV-19/Bolivia/LPZ-1/2021,hCoV-19/Bolivia/LaPaz_GM3-2/2021,hCoV-19/Bolivia/LaPaz_GM3-5/2021,hCoV-19/Bolivia/LaPaz_GM3-3/2021,hCoV-19/Bolivia/Pando-GM2-2/2021,hCoV-19/Bolivia/Sucre-GM2-4/2021,hCoV-19/Bolivia/Sucre_GM2-1/2021
Eberhardt et al	12	unknown	unknown	unknown	hCoV-19/Argentina/PAIS-E0326/2021,hCoV-19/Argentina/PAIS-E0294/2021,hCoV-19/Argentina/PAIS-E0320/2021,hCoV-19/Argentina/PAIS-E0283/2021,hCoV-19/Argentina/PAIS-E0327/2021,hCoV-19/Argentina/PAIS-E0312/2021,hCoV-19/Argentina/PAIS-E0323/2021,hCoV-19/Argentina/PAIS-E0310/2021,hCoV-19/Argentina/PAIS-E0329/2021,hCoV-19/Argentina/PAIS-E0314/2021,hCoV-19/Argentina/PAIS-E0328/2021,hCoV-19/Argentina/PAIS-E0224/2021
María Andrea Gili et al	1	unknown	unknown	unknown	hCoV-19/Argentina/PAIS-J00034/2021
Tanjina Akhter Banu et al	1	unknown	unknown	unknown	hCoV-19/Bangladesh/BCSIR-NILMRC-064/2020
Salome Javashvili et al	1	unknown	unknown	unknown	hCoV-19/Georgia/Tb-86952/2020
Sanders Kevin et al	1	unknown	unknown	unknown	hCoV-19/CaboVerde/Praia_2698/2021
Halimatou Diop Ndiaye et al	1	unknown	unknown	unknown	hCoV-19/Senegal/SC20-591/2021
Souleymane Mboup et al	1	unknown	unknown	unknown	hCoV-19/Senegal/SN-IR6-002329/2020
Mirzakamol S Ayubov et al	3	unknown	unknown	unknown	hCoV-19/Uzbekistan/Tashkent-CGB-17/2020,hCoV-19/Uzbekistan/Tashkent-CGB-10/2020,hCoV-19/Uzbekistan/Tashkent-CGB-12/2021
Yang Pan et al	1	unknown	unknown	unknown	hCoV-19/env/Beijing/223/2020
Sesay et al	1	unknown	unknown	unknown	hCoV-19/Gambia/0548/2020
Alla Mironenko et al	2	unknown	unknown	unknown	hCoV-19/Ukraine/Kharkiv-705/2020,hCoV-19/Ukraine/Kyiv-785/2020
Arsen Arakelyan et al	1	unknown	unknown	unknown	hCoV-19/Armenia/IMB1-8/2021
Jun Li et al	1	unknown	unknown	unknown	hCoV-19/Hangzhou/HZCDCp145/2020
Huilai Ma1& et al	2	unknown	unknown	unknown	hCoV-19/Liaoning/Dalian-IVDC-Case-10/2020,hCoV-19/env/Liaoning/Dalian-IVDC-Pollock-30-05/2020
Mélanie Albert et al	1	unknown	unknown	unknown	hCoV-19/Algeria/G38599-8859/2020
A.A. Kritsky et al	1	unknown	unknown	unknown	hCoV-19/Guinea/C4/2021
María Belén Mónaco et al	1	unknown	unknown	unknown	hCoV-19/Argentina/PAIS-A0563/2021
Cristian Peréz-Corrales et al	1	unknown	unknown	unknown	hCoV-19/CostaRica/HNN-0382/2021
Hidalgo-Miranda A et al	5	unknown	unknown	unknown	hCoV-19/Mexico/HID-INMEGEN-05-05-250/2021,hCoV-19/Mexico/CMX-INMEGEN-03-09-33/2021,hCoV-19/Mexico/MEX-INMEGEN-05-03-170/2021,hCoV-19/Mexico/TAM-INMEGEN-05-06-214/2021,hCoV-19/Mexico/CMX-INMEGEN-05-05-21/2021
Natalia Rego et al	8	unknown	unknown	unknown	hCoV-19/Uruguay/RT22-UYMO/2020,hCoV-19/Uruguay/RT20-UYMO/2020,hCoV-19/Uruguay/RT01-UYMO/2020,hCoV-19/Uruguay/CHY-M461/2020,hCoV-19/Uruguay/CUY1-000173-UYTA/2021,hCoV-19/Uruguay/CUY6-001069-UYSJ/2021,hCoV-19/Uruguay/CUY1-000137-UYTA/2020,hCoV-19/Uruguay/CUY2-000258_UYMO/2021
Gregory Hovan et al	1	unknown	unknown	unknown	hCoV-19/USA/DE-DHSS-F972771/2020
Ahmed Al Harrasi et al	1	unknown	unknown	unknown	hCoV-19/Oman/520244618/2020
Abdul Latif Khan et al	3	unknown	unknown	unknown	hCoV-19/Oman/520278485/2020,hCoV-19/Oman/520259611/2020,hCoV-19/Oman/520278487/2020
Fahad Zadjali et al	1	unknown	unknown	unknown	hCoV-19/Oman/205030448/2020
Laura Pérez-Lago et al	1	unknown	unknown	unknown	hCoV-19/Spain/MD-IBV-99007106/2020
Justinas Slikas et al	2	unknown	unknown	unknown	hCoV-19/Lithuania/C20-05-R4/2020,hCoV-19/Lithuania/C20-06-R20/2020
Tapfumanei Mashe et al	2	unknown	unknown	unknown	hCoV-19/Zimbabwe/ZW-29055/2020,hCoV-19/Zimbabwe/ZW-16502/2020
Brazil-UK Centre for Arbovirus Discovery Diagnosis Genomics et al	1	unknown	unknown	unknown	hCoV-19/Brazil/SP-L34-CD875/2020
Tony Wawina-Bokalanga et al	2	unknown	unknown	unknown	hCoV-19/UnitedArabEmirates/rega-2360/2021,hCoV-19/Belgium/rega-7683/2021
Iskandar Adnan et al	2	unknown	unknown	unknown	hCoV-19/Indonesia/BA-EIJK-UNWAR-184/2020,hCoV-19/Indonesia/JK-EIJK102/2020
Md. Imran Khan et al	1	unknown	unknown	unknown	hCoV-19/Bangladesh/DNAS_DRICM_CPH_isl_441_BGD/2020
Md. Murshed Hasan Sarkar et al	1	unknown	unknown	unknown	hCoV-19/Bangladesh/BCSIR-NILMRC-328/2020
Mohammad Omar Faruque et al	1	unknown	unknown	unknown	hCoV-19/Bangladesh/CU-CTG-15/2020
Md. Ahashan Habib et al	1	unknown	unknown	unknown	hCoV-19/Bangladesh/BCSIR-NILMRC-440/2021
Chamings et al	1	unknown	unknown	unknown	hCoV-19/Australia/GC-291/2020
Seemann et al	2	unknown	unknown	unknown	hCoV-19/Australia/VIC12077/2020,hCoV-19/Australia/VIC10773/2020
Aghayev Agha Rza et al	1	unknown	unknown	unknown	hCoV-19/Azerbaijan/Aghayev-07/2021
Kyriaki Tryfinopoulou et al	5	unknown	unknown	unknown	hCoV-19/Greece/17316/2021,hCoV-19/Greece/15930/2021,hCoV-19/Greece/16357/2021,hCoV-19/Greece/KEDY_1471/2021,hCoV-19/Greece/KEDY_11516/2021
CDPH-COVIDNet et al	1	unknown	unknown	unknown	hCoV-19/USA/CA-CDPH-3000031801/2021
Mohammad Enayet Hossain et al	1	unknown	unknown	unknown	hCoV-19/Bangladesh/icddrb-8239/2021
Ulinici M et al	1	unknown	unknown	unknown	hCoV-19/Moldova/ICGEB_MD1/2020
Shunxiang Qi et al	1	unknown	unknown	unknown	hCoV-19/Hebei/IVDC-10-01/2021
Kerstin Myrtennäs et al	1	unknown	unknown	unknown	hCoV-19/Sweden/RVFOI21-00827/2020
Ismael N et al	1	unknown	unknown	unknown	hCoV-19/Mozambique/KRISP-MZ157470/2020
Sikhulile Wonderful T. Choga et al	1	unknown	unknown	unknown	hCoV-19/Botswana/R8B7_BHP_AAB7780/2020
Jade Wang et al	1	unknown	unknown	unknown	hCoV-19/USA/NY-NYCPHL-001320/2020
Sarah Schmedes et al	1	unknown	unknown	unknown	hCoV-19/USA/FL-BPHL-1182/2021
Abeer N Alshukairi et al	2	unknown	unknown	unknown	hCoV-19/SaudiArabia/DM-21-107803A/2021,hCoV-19/SaudiArabia/DM-21-110332A/2021
Artem Fadeev et al	1	unknown	unknown	unknown	hCoV-19/Russia/OMS-ORINFI-1630S/2020
Fabian Aguilar et al	1	unknown	unknown	unknown	hCoV-19/Ecuador/USFQ-208/2020
Afrah Alsomali et al	1	unknown	unknown	unknown	hCoV-19/SaudiArabia/KAUST-MADINAH860/2020
Wołkowicz Tomasz et al	6	unknown	unknown	unknown	hCoV-19/Poland/NIPH-NIH_ECDC-285/2021,hCoV-19/Poland/NIPH-NIH_ECDC-4378/2021,hCoV-19/Poland/NIPH-NIH_ECDC-3542/2021,hCoV-19/Poland/PZH-NIZP-0191/2021,hCoV-19/Poland/NIPH-NIH_ECDC-768/2021,hCoV-19/Poland/NIPH-NIH_ECDC-4767/2021
Wael H. Roshdy/ Mohamed Kamal / Shymaa s. Ahmed/ Ramy Galal/Nancy el guindy/ Amel nagiub/salma sayed/ Abd Monaem Adel/Galal Mahmoud/Dalia Ramadan/Rabeh ..R. El/Shesheny/ Mohamed A Ali/Mohamed Hassany et al	1	unknown	unknown	unknown	hCoV-19/Egypt/CPHL-A3/2021
Robyn N Hall et al	1	unknown	unknown	unknown	hCoV-19/Australia/ACT0094/2020
Marta Giovanetti et al	2	unknown	unknown	unknown	hCoV-19/Paraguay/PY11/2021,hCoV-19/Paraguay/PY5/2020
Vagner Fonseca et al	1	unknown	unknown	unknown	hCoV-19/Brazil/RJ-FUNED-330124357/2020
María Delia Foussal et al	2	unknown	unknown	unknown	hCoV-19/Argentina/PAIS-J00041/2021,hCoV-19/Argentina/PAIS-J00018/2021
Valdinete Nascimento et al	4	unknown	unknown	unknown	hCoV-19/Brazil/AM-FIOCRUZ-20141882LT/2020,hCoV-19/Brazil/AM-FIOCRUZ-21890097MRT/2021,hCoV-19/Brazil/AM-FIOCRUZ-21892903SKB/2021,hCoV-19/Brazil/AM-FIOCRUZ-21891407MCS/2021
Stephane Tosta et al	1	unknown	unknown	unknown	hCoV-19/Brazil/LACEN-BA233/2021
Deyvid Amgarten et al	4	unknown	unknown	unknown	hCoV-19/Brazil/SP-HIAE-ID575/2021,hCoV-19/Brazil/SP-HIAE-ID571/2021,hCoV-19/Brazil/SP-HIAE-ID566/2021,hCoV-19/Brazil/SP-HIAE-ID590/2021
